"","X.1","X","net","net_index","Start_hh","Start_mm","End_hh","End_mm","Year","Month","Day","Date","Week","Season","Fisherman","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","box_only","night_drag_prawn","Many.Nasralas","Very_weak","Duration","Gambari_net","Distance_from_shore_km","depth_meter","new_site","new_direction","Lat_shore","lon_shore","perpendicular","Lon_final","Lat_final","loc_DEPTH","Nra","Sco","Sig","Ssi","Umo","Upo","mtc"
"9304",9304,9304,9304,"492-2009_10",NA,NA,NA,NA,2010,5,29,"2010-05-29",22,"spring","Vadim","Ashdod S",NA,2.2,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,3.96,37.81363,"Ashdod","S",31.83,34.63,301,34.59414,31.84839,37.81363,0,0,0,0,0,0,NA
"9305",9305,9305,9305,"492-2010_11",12,0,"16","15",2011,4,16,"2011-04-16",16,"spring","Levi","Riding N",NA,2.7,NA,FALSE,FALSE,FALSE,NA,FALSE,4.25,FALSE,4.86,39.7865,"Riding","N",32.1,34.77,285,34.72026,32.11133,39.7865,20,0,0,0,0,0,28
"9306",9306,9306,9306,"492-2011_12",20,45,"2","0",2012,9,12,"2012-09-12",37,"autumn","Doli","Ashdod N",NA,2.5,NA,FALSE,FALSE,FALSE,NA,FALSE,5.25,TRUE,4.5,38.21372,"Ashdod","N",31.83,34.63,301,34.58925,31.8509,38.21372,0,0,0,0,0,0,NA
"9307",9307,9307,9307,"492-2012_13",6,30,"10","30",2013,5,19,"2013-05-19",20,"spring","Levi","Jaffa N",16,NA,"madregot",FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,NA,28.8,"Jaffa","N",32.05,34.74,296,34.72382,32.05672,29.28914,0,0,0,0,0,0,NA
"9308",9308,9308,9308,"493-1987_8",NA,NA,NA,NA,1988,5,17,"1988-05-17",20,"spring","Tzion","Ashdod S",80,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,144,"Ashdod","S",31.83,34.63,301,34.46687,31.9135,143.033,0,0,0,0,0,0,NA
"9309",9309,9309,9309,"493-1989_90",NA,NA,NA,NA,1990,5,9,"1990-05-09",19,"spring","Sarot","Ashkelon N",135,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,243,"Ashkelon","N",31.68,34.56,306,34.34554,31.81287,242.2697,0,0,0,0,0,0,NA
"9310",9310,9310,9310,"493-1990_1",15,0,"18","0",1991,4,15,"1991-04-15",15,"spring","Levi","Ashdod(S)",17,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,30.6,"Ashdod",NA,31.83,34.63,301,34.61551,31.83743,30.70015,0,0,0,0,0,0,NA
"9311",9311,9311,9311,"493-1991_2",21,30,"4","0",1992,7,13,"1992-07-13",28,"summer","Sarot","Tel Aviv N",180,NA,NA,FALSE,NA,NA,NA,FALSE,6.5,FALSE,NA,324,"Tel_aviv","N",32.08,34.74,285,NA,NA,NA,0,0,0,0,0,0,NA
"9312",9312,9312,9312,"493-1992_3",19,0,"0","0",1993,8,9,"1993-08-09",32,"summer","Sarot","Tel Aviv S",50,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,5,FALSE,NA,90,"Tel_aviv","S",32.08,34.74,285,34.62128,32.10702,89.74338,0,0,0,0,0,0,NA
"9313",9313,9313,9313,"493-1994_5",15,30,"17","15",1995,5,14,"1995-05-14",20,"spring","Sarot","Ashdod N",180,NA,NA,FALSE,NA,NA,NA,FALSE,1.75,FALSE,NA,324,"Ashdod","N",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"9314",9314,9314,9314,"493-1995_6",21,0,"2","0",1996,5,4,"1996-05-04",18,"spring","Sarot","Tel-Aviv",115,NA,NA,FALSE,NA,NA,NA,FALSE,5,FALSE,NA,207,"Tel_aviv",NA,32.08,34.74,285,34.55985,32.12095,206.776,0,0,0,0,0,0,NA
"9315",9315,9315,9315,"493-1997_8",21,0,NA,NA,1998,8,3,"1998-08-03",31,"summer","temp","Ashdod S",50,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,90,"Ashdod","S",31.83,34.63,301,34.49861,31.89728,90.06358,0,0,0,0,0,0,NA
"9316",9316,9316,9316,"493-1998_9",6,30,"9","30",1999,5,12,"1999-05-12",19,"spring","Levi","Ashdod S",NA,1.4,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,2.52,34.48971,"Ashdod","S",31.83,34.63,301,34.60718,31.8417,34.48971,0,0,0,0,0,0,NA
"9317",9317,9317,9317,"493-2002_3",10,30,"14","30",2003,8,28,"2003-08-28",35,"summer","Sarot","Natanya S",NA,2.85,NA,FALSE,TRUE,FALSE,NA,FALSE,4,FALSE,5.13,41.5674,"Natania","S",32.33,34.85,300,34.8028,32.35312,41.5674,0,0,0,0,0,0,NA
"9318",9318,9318,9318,"493-2003_4",15,0,"20","0",2004,7,21,"2004-07-21",29,"summer","Levi","Jaffa S",240,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,5,FALSE,NA,432,"Jaffa","S",32.05,34.74,296,NA,NA,NA,0,0,0,0,0,0,NA
"9319",9319,9319,9319,"493-2004_05",NA,NA,NA,NA,2005,8,4,"2005-08-04",31,"summer","Levi","Ashdod N",10,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,18,"Ashdod","N",31.83,34.63,301,34.63,31.83,16.71903,0,0,0,0,0,0,NA
"9320",9320,9320,9320,"493-2005_6",19,0,"23","0",2006,8,14,"2006-08-14",33,"summer","Levi","Jaffa S",NA,NA,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,NA,NA,"Jaffa","S",32.05,34.74,296,NA,NA,NA,0,15,0,0,0,0,28
"9321",9321,9321,9321,"493-2007_8",10,30,"14","30",2008,6,14,"2008-06-14",24,"summer","Vadim","Ashdod S",NA,3.9,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,7.02,42.50834,"Ashdod","S",31.83,34.63,301,34.56641,31.86259,42.50834,0,0,0,0,20,0,23.09349
"9322",9322,9322,9322,"493-2008_09",15,30,"19","30",2009,5,21,"2009-05-21",21,"spring","Vadim","Ashdod S",22,NA,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,NA,39.6,"Ashdod","S",31.83,34.63,301,34.57837,31.85647,39.78016,0,0,0,0,0,0,NA
"9323",9323,9323,9323,"493-2009_10",6,30,"10","30",2010,5,30,"2010-05-30",22,"spring","Vadim","Ashkelon S",NA,3.4,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,6.12,34.89012,"Ashkelon","S",31.68,34.56,306,34.50777,31.71243,34.89012,20,0,0,0,7.5,0,26.66186
"9324",9324,9324,9324,"493-2010_11",17,0,"20","0",2011,4,16,"2011-04-16",16,"spring","Levi","Riding S",NA,2,NA,FALSE,FALSE,FALSE,NA,FALSE,3,FALSE,3.6,35.27106,"Riding","S",32.1,34.77,285,34.73316,32.1084,35.27106,10,0,0,0,10,0,25.54674
"9325",9325,9325,9325,"493-2011_12",14,40,"19","10",2012,9,21,"2012-09-21",38,"autumn","Doli","Ashdod S",14,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,4.5,FALSE,NA,25.2,"Ashdod","S",31.83,34.63,301,34.62366,31.83325,25.89382,0,20,0,0,0,0,28
"9326",9326,9326,9326,"493-2012_13",11,30,"15","30",2013,5,19,"2013-05-19",20,"spring","Levi","Falick N",22,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,NA,39.6,"Falick","N",32.26,34.83,300,34.78311,32.28299,39.85004,0,0,0,0,0,0,NA
"9327",9327,9327,9327,"494-1987_8",NA,NA,NA,NA,1988,5,17,"1988-05-17",20,"spring","Tzion","hasi N",80,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,144,"Hasi","N",31.6,34.48,310,34.3216,31.71353,144.1779,0,0,0,0,0,0,NA
"9328",9328,9328,9328,"494-1990_1",7,0,"12","0",1991,4,16,"1991-04-16",16,"spring","Levi","Ashdod(S)",42,NA,NA,FALSE,NA,NA,NA,FALSE,5,FALSE,NA,75.6,"Ashdod",NA,31.83,34.63,301,34.51675,31.88801,76.91565,0,0,0,0,0,0,NA
"9329",9329,9329,9329,"494-1991_2",5,0,"10","30",1992,7,14,"1992-07-14",28,"summer","Sarot","Hadera S",145,NA,NA,FALSE,NA,NA,NA,FALSE,5.5,FALSE,NA,261,"Hadera","S",32.438,34.88,288,34.69786,32.48803,261.8645,0,0,0,0,0,0,NA
"9330",9330,9330,9330,"494-1992_3",0,30,"5","30",1993,8,10,"1993-08-10",32,"summer","Sarot","Ashdod N",50,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,5,FALSE,NA,90,"Ashdod","N",31.83,34.63,301,34.49771,31.89775,90.06358,0,0,0,0,0,0,NA
"9331",9331,9331,9331,"494-1994_5",22,0,"5","30",1995,5,14,"1995-05-14",20,"spring","Sarot","Ashdod N",NA,1.6,NA,FALSE,NA,NA,NA,FALSE,7.5,TRUE,2.88,35.77252,"Ashdod","N",31.83,34.63,301,34.60392,31.84337,35.77252,0,0,0,0,0,0,NA
"9332",9332,9332,9332,"494-1995_6",3,15,"8","0",1996,5,5,"1996-05-05",18,"spring","Sarot","Michmoret",200,NA,NA,FALSE,NA,NA,NA,FALSE,4.75,FALSE,NA,360,"Michmoret",NA,32.4,34.86,286,NA,NA,NA,0,0,0,0,0,0,NA
"9333",9333,9333,9333,"494-1998_9",10,30,"13","30",1999,5,12,"1999-05-12",19,"spring","Levi","Ashdod",NA,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,NA,"Ashdod",NA,31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"9334",9334,9334,9334,"494-2002_3",15,0,"19","0",2003,8,28,"2003-08-28",35,"summer","Sarot","Tel Aviv S",NA,2.5,NA,FALSE,TRUE,FALSE,NA,FALSE,4,FALSE,4.5,41.72056,"Tel_aviv","S",32.08,34.74,285,34.69395,32.09049,41.72056,0,0,0,0,0,0,NA
"9335",9335,9335,9335,"494-2003_4",21,30,"4","0",2004,7,21,"2004-07-21",29,"summer","Levi","Ashdod S",46,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,6.5,FALSE,NA,82.8,"Ashdod","S",31.83,34.63,301,34.50949,31.89172,83.90321,0,0,0,0,0,0,NA
"9336",9336,9336,9336,"494-2004_05",8,0,"11","0",2005,8,5,"2005-08-05",31,"summer","Levi","Ashdod N",NA,3.1,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,5.58,39.41429,"Ashdod","N",31.83,34.63,301,34.57946,31.85591,39.41429,0,0,0,0,0,0,NA
"9337",9337,9337,9337,"494-2005_6",23,30,NA,NA,2006,8,14,"2006-08-14",33,"summer","Levi","Ashdod",NA,NA,"tzinor",FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"Ashdod",NA,31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"9338",9338,9338,9338,"494-2008_09",21,30,"0","30",2009,5,21,"2009-05-21",21,"spring","Vadim","Ashdod S",14,NA,NA,FALSE,NA,NA,NA,FALSE,3,TRUE,NA,25.2,"Ashdod","S",31.83,34.63,301,34.62366,31.83325,25.89382,0,0,0,0,0,0,NA
"9339",9339,9339,9339,"494-2009_10",13,0,"16","30",2010,5,30,"2010-05-30",22,"spring","Vadim","Gazza N",NA,5,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,9,47.55732,"Gaza","N",31.6,34.48,310,34.40731,31.65215,47.55732,0,0,0,0,10,0,23.09349
"9340",9340,9340,9340,"494-2010_11",21,30,"3","0",2011,4,16,"2011-04-16",16,"spring","Levi","Ashdod N",NA,1.3,NA,FALSE,FALSE,FALSE,NA,FALSE,5.5,TRUE,2.34,33.0669,"Ashdod","N",31.83,34.63,301,34.60881,31.84087,33.0669,0,0,0,0,0,0,NA
"9341",9341,9341,9341,"494-2011_12",20,20,"1","0",2012,9,21,"2012-09-21",38,"autumn","Doli","Ashdod N",NA,2.5,NA,FALSE,FALSE,FALSE,NA,FALSE,4.666667,TRUE,4.5,38.21372,"Ashdod","N",31.83,34.63,301,34.58925,31.8509,38.21372,20,0,0,0,0,0,28
"9342",9342,9342,9342,"494-2012_13",16,30,"20","30",2013,5,19,"2013-05-19",20,"spring","Levi","Jaffa S",NA,2,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,3.6,39.63627,"Jaffa","S",32.05,34.74,296,34.70573,32.06423,39.63627,10,0,0,0,7.5,5,25.64767
"9343",9343,9343,9343,"495-1984_5",9,30,"11","30",1985,5,5,"1985-05-05",18,"spring","Levi","AshKelon",11,NA,NA,FALSE,NA,NA,NA,FALSE,2,FALSE,NA,19.8,"Ashkelon",NA,31.68,34.56,306,34.54293,31.6906,18.04903,0,0,0,0,0,0,NA
"9344",9344,9344,9344,"495-1987_8",NA,NA,NA,NA,1988,5,18,"1988-05-18",20,"spring","Tzion","bor N",85,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,153,"borot","N",31.83,34.63,301,34.46415,31.91489,151.6903,0,0,0,0,0,0,NA
"9345",9345,9345,9345,"495-1990_1",13,0,"18","0",1991,4,16,"1991-04-16",16,"spring","Levi","Ashdod(S)",42,NA,NA,FALSE,NA,NA,NA,FALSE,5,FALSE,NA,75.6,"Ashdod",NA,31.83,34.63,301,34.51675,31.88801,76.91565,0,0,0,0,0,0,NA
"9346",9346,9346,9346,"495-1991_2",12,0,"16","30",1992,7,14,"1992-07-14",28,"summer","Sarot","Herzelia S",NA,NA,NA,FALSE,NA,NA,NA,FALSE,4.5,FALSE,NA,NA,"Herzelia","S",32.17,34.8,298,NA,NA,NA,0,0,0,0,0,0,NA
"9347",9347,9347,9347,"495-1992_3",7,0,"10","30",1993,8,10,"1993-08-10",32,"summer","Sarot","Herzelia N",30,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,3.5,FALSE,NA,54,"Herzelia","N",32.17,34.8,298,34.70166,32.21442,53.40679,0,0,0,0,0,0,NA
"9348",9348,9348,9348,"495-1994_5",6,30,"11","30",1995,5,15,"1995-05-15",20,"spring","Sarot","Jaffa N",NA,3.8,NA,FALSE,NA,NA,NA,FALSE,5,FALSE,6.84,43.5497,"Jaffa","N",32.05,34.74,296,34.67489,32.07702,43.5497,0,0,0,0,0,0,NA
"9349",9349,9349,9349,"495-1995_6",9,15,"16","0",1996,5,5,"1996-05-05",18,"spring","Sarot","Tel-Aviv",190,NA,NA,FALSE,NA,NA,NA,FALSE,6.75,FALSE,NA,342,"Tel_aviv",NA,32.08,34.74,285,NA,NA,NA,0,0,0,0,0,0,NA
"9350",9350,9350,9350,"495-1998_9",14,30,"17","30",1999,5,12,"1999-05-12",19,"spring","Levi","Ashdod",NA,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,NA,"Ashdod",NA,31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"9351",9351,9351,9351,"495-2002_3",NA,NA,NA,NA,2003,8,28,"2003-08-28",35,"summer","Sarot","Ashdod S",NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,NA,TRUE,NA,NA,"Ashdod","S",31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"9352",9352,9352,9352,"495-2003_4",5,30,"11","30",2004,7,22,"2004-07-22",30,"summer","Levi","Nitanim N",215,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,6,FALSE,NA,387,"Nitzanim","N",31.7,34.6,304,NA,NA,NA,0,0,0,0,0,0,NA
"9353",9353,9353,9353,"495-2004_05",11,30,"14","30",2005,8,5,"2005-08-05",31,"summer","Levi","Ashdod N",NA,3,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,5.4,39.21016,"Ashdod","N",31.83,34.63,301,34.58109,31.85507,39.21016,0,0,0,0,0,0,NA
"9354",9354,9354,9354,"495-2005_6",7,0,"10","30",2006,8,15,"2006-08-15",33,"summer","Levi","Ashdod N",NA,NA,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,NA,NA,"Ashdod","N",31.83,34.63,301,NA,NA,NA,0,20,0,0,0,0,28
"9355",9355,9355,9355,"495-2007_8",NA,NA,NA,NA,2008,6,14,"2008-06-14",24,"summer","Vadim","Ashdod S",NA,1.8,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,3.24,36.90295,"Ashdod","S",31.83,34.63,301,34.60066,31.84505,36.90295,0,0,0,0,0,0,NA
"9356",9356,9356,9356,"495-2008_09",8,30,"12","0",2009,5,22,"2009-05-22",21,"spring","Vadim","Ashdod N",NA,2.3,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,4.14,37.95991,"Ashdod","N",31.83,34.63,301,34.59251,31.84922,37.95991,0,0,0,0,15,0,23.09349
"9357",9357,9357,9357,"495-2009_10",17,0,"20","0",2010,5,30,"2010-05-30",22,"spring","Vadim","Ashdod S",NA,3,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,5.4,39.21016,"Ashdod","S",31.83,34.63,301,34.58109,31.85507,39.21016,0,0,0,0,5,0,23.09349
"9358",9358,9358,9358,"495-2010_11",10,0,"13","0",2011,4,20,"2011-04-20",16,"spring","Levi","Ashdod N",NA,2.2,NA,FALSE,FALSE,FALSE,NA,FALSE,3,FALSE,3.96,37.81363,"Ashdod","N",31.83,34.63,301,34.59414,31.84839,37.81363,0,0,0,0,0,0,NA
"9359",9359,9359,9359,"495-2011_12",1,30,"6","0",2012,9,21,"2012-09-21",38,"autumn","Doli","Tel Aviv S",NA,2.5,NA,FALSE,FALSE,FALSE,NA,FALSE,4.5,TRUE,4.5,41.72056,"Tel_aviv","S",32.08,34.74,285,34.69395,32.09049,41.72056,20,0,0,0,0,0,28
"9360",9360,9360,9360,"495-2012_13",21,30,"3","30",2013,5,19,"2013-05-19",20,"spring","Levi","Ashdod S",12,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,6,TRUE,NA,21.6,"Ashdod","S",31.83,34.63,301,34.62728,31.83139,21.16304,0,0,0,0,0,0,NA
"9361",9361,9361,9361,"496-1984_5",12,45,"13","40",1985,5,5,"1985-05-05",18,"spring","Levi","Ashdod",8,NA,NA,FALSE,NA,NA,NA,FALSE,0.9166667,FALSE,NA,14.4,"Ashdod",NA,31.83,34.63,301,34.63,31.83,16.71903,0,0,0,0,0,0,NA
"9362",9362,9362,9362,"496-1987_8",NA,NA,NA,NA,1988,5,18,"1988-05-18",20,"spring","Tzion","Tel Aviv N",85,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,153,"Tel_aviv","N",32.08,34.74,285,34.58033,32.11631,149.9998,0,0,0,0,0,0,NA
"9363",9363,9363,9363,"496-1989_90",NA,NA,NA,NA,1990,5,11,"1990-05-11",19,"spring","Tzion","Ashdod N",42,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,75.6,"Ashdod","N",31.83,34.63,301,34.51675,31.88801,76.91565,0,0,0,0,0,0,NA
"9364",9364,9364,9364,"496-1990_1",2,0,"7","0",1991,4,19,"1991-04-19",16,"spring","Levi","Ashdod(N)",NA,2.2,NA,FALSE,NA,NA,NA,FALSE,5,TRUE,3.96,37.81363,"Ashdod",NA,31.83,34.63,301,34.59414,31.84839,37.81363,0,0,0,0,0,0,NA
"9365",9365,9365,9365,"496-1991_2",23,0,"6","0",1992,7,14,"1992-07-14",28,"summer","Levi","Ashdod N",42,NA,NA,FALSE,NA,NA,NA,FALSE,7,FALSE,NA,75.6,"Ashdod","N",31.83,34.63,301,34.51584,31.88847,76.91565,0,0,0,0,0,0,NA
"9366",9366,9366,9366,"496-1992_3",11,0,"14","0",1993,8,10,"1993-08-10",32,"summer","Sarot","Natanya S",NA,4,NA,FALSE,FALSE,FALSE,NA,FALSE,3,FALSE,7.2,46.26575,"Natania","S",32.33,34.85,300,34.78375,32.36245,46.26575,0,0,0,0,0,0,NA
"9367",9367,9367,9367,"496-1995_6",NA,NA,NA,NA,1996,5,5,"1996-05-05",18,"spring","Sarot","South",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"South ",NA,31.83,34.63,301,NA,NA,NA,0,0,0,0,0,0,NA
"9368",9368,9368,9368,"496-1998_9",18,0,"21","30",1999,5,12,"1999-05-12",19,"spring","Levi","Ashdod",NA,2,NA,FALSE,NA,NA,NA,FALSE,3.5,FALSE,3.6,37.56635,"Ashdod",NA,31.83,34.63,301,34.5974,31.84672,37.56635,0,0,0,0,0,0,NA
"9369",9369,9369,9369,"496-2002_3",7,0,"11","0",2003,8,29,"2003-08-29",35,"summer","Sarot","Ashdod N",NA,2.55,NA,FALSE,TRUE,FALSE,NA,FALSE,4,FALSE,4.59,38.21372,"Ashdod","N",31.83,34.63,301,34.58843,31.85131,38.21372,0,0,0,0,0,0,NA
"9370",9370,9370,9370,"496-2003_4",13,0,"18","0",2004,7,22,"2004-07-22",30,"summer","Levi","Jaffa S",185,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,5,FALSE,NA,333,"Jaffa","S",32.05,34.74,296,NA,NA,NA,0,0,0,0,0,0,NA
"9371",9371,9371,9371,"496-2004_05",15,0,"17","30",2005,8,5,"2005-08-05",31,"summer","Levi","Ashdod S",NA,3.1,NA,FALSE,NA,NA,NA,FALSE,2.5,FALSE,5.58,39.41429,"Ashdod","S",31.83,34.63,301,34.57946,31.85591,39.41429,0,0,0,0,0,0,NA
"9372",9372,9372,9372,"496-2005_6",11,0,"12","30",2006,8,15,"2006-08-15",33,"summer","Levi","Jaffa N",NA,NA,NA,FALSE,NA,NA,NA,FALSE,1.5,FALSE,NA,NA,"Jaffa","N",32.05,34.74,296,NA,NA,NA,0,0,0,0,0,0,NA
"9373",9373,9373,9373,"496-2007_8",6,0,"10","0",2008,6,15,"2008-06-15",24,"summer","Vadim","Ashdod N",NA,3.2,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,5.76,39.78016,"Ashdod","N",31.83,34.63,301,34.57783,31.85674,39.78016,0,0,0,0,15,0,23.09349
"9374",9374,9374,9374,"496-2008_09",12,30,"16","30",2009,5,22,"2009-05-22",21,"spring","Vadim","Ashdod N",NA,2.8,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,5.04,38.33304,"Ashdod","N",31.83,34.63,301,34.58435,31.8534,38.33304,0,0,0,0,0,0,NA
"9375",9375,9375,9375,"496-2009_10",NA,NA,NA,NA,2010,5,30,"2010-05-30",22,"spring","Vadim","Ashdod S",NA,2.2,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,3.96,37.81363,"Ashdod","S",31.83,34.63,301,34.59414,31.84839,37.81363,0,0,0,0,0,0,NA
"9376",9376,9376,9376,"496-2010_11",14,0,"17","0",2011,4,20,"2011-04-20",16,"spring","Levi","Rishon N",NA,3,NA,FALSE,FALSE,FALSE,NA,FALSE,3,FALSE,5.4,40.27656,"Rishon","N",31.98,34.72,293,34.6674,31.99902,40.27656,0,0,0,0,0,0,NA
"9377",9377,9377,9377,"496-2011_12",7,10,"10","15",2012,9,22,"2012-09-22",38,"autumn","Doli","Ashdod S",12,NA,NA,FALSE,TRUE,FALSE,NA,FALSE,3.083333,FALSE,NA,21.6,"Ashdod","S",31.83,34.63,301,34.62728,31.83139,21.16304,0,0,0,0,0,0,NA
"9378",9378,9378,9378,"496-2012_13",15,0,"19","0",2013,5,20,"2013-05-20",20,"spring","Levi","Ashdod S",NA,1.4,NA,FALSE,FALSE,FALSE,NA,FALSE,4,FALSE,2.52,34.48971,"Ashdod","S",31.83,34.63,301,34.60718,31.8417,34.48971,0,0,0,0,0,7.5,24.7743
"9379",9379,9379,9379,"497-1984_5",19,0,NA,NA,1985,5,5,"1985-05-05",18,"spring","Levi","Ashdod(N)",9,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,16.2,"Ashdod",NA,31.83,34.63,301,34.63,31.83,16.71903,0,0,0,0,0,0,NA
"9380",9380,9380,9380,"497-1987_8",NA,NA,NA,NA,1988,5,18,"1988-05-18",20,"spring","Tzion","Hadera",85,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,153,"Hadera",NA,32.438,34.88,288,34.71912,32.4822,154.1386,0,0,0,0,0,0,NA
"9381",9381,9381,9381,"497-1989_90",NA,NA,NA,NA,1990,5,11,"1990-05-11",19,"spring","Tzion","Gazza N",42,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,75.6,"Gaza","N",31.6,34.48,310,34.36851,31.67995,75.85544,0,0,0,0,0,0,NA
"9382",9382,9382,9382,"497-1990_1",15,0,"20","30",1991,4,19,"1991-04-19",16,"spring","Levi","Ashdod(N)",80,NA,NA,FALSE,NA,NA,NA,FALSE,5.5,FALSE,NA,144,"Ashdod",NA,31.83,34.63,301,34.46687,31.9135,143.033,0,0,0,0,0,0,NA
"9383",9383,9383,9383,"497-1991_2",7,0,"10","0",1992,7,15,"1992-07-15",29,"summer","Levi","Hadera S",42,NA,NA,FALSE,NA,NA,NA,FALSE,3,FALSE,NA,75.6,"Hadera","S",32.438,34.88,288,34.76669,32.46916,74.63906,0,0,0,0,0,0,NA
"9384",9384,9384,9384,"497-1992_3",15,30,"18","15",1993,8,10,"1993-08-10",32,"summer","Sarot","Jaffa S",NA,2.55,NA,FALSE,FALSE,FALSE,NA,FALSE,2.75,FALSE,4.59,40.26568,"Jaffa","S",32.05,34.74,296,34.69631,32.06814,40.26568,0,0,0,0,0,0,NA
"9385",9385,9385,9385,"497-1994_5",NA,NA,NA,NA,1995,5,15,"1995-05-15",20,"spring","Sarot","Ashdod S",7,NA,NA,FALSE,NA,NA,NA,FALSE,NA,TRUE,NA,12.6,"Ashdod","S",31.83,34.63,301,34.63,31.83,16.71903,0,0,0,0,0,0,NA
"9386",9386,9386,9386,"497-1995_6",7,30,"13","30",1996,5,6,"1996-05-06",19,"spring","Sarot","Ashdod",120,NA,NA,FALSE,NA,NA,NA,FALSE,6,FALSE,NA,216,"Ashdod",NA,31.83,34.63,301,34.4333,31.93064,216.6783,0,0,0,0,0,0,NA
"9387",9387,9387,9387,"497-2002_3",11,30,"15","0",2003,8,29,"2003-08-29",35,"summer","Sarot","Jaffa S",NA,2.55,NA,FALSE,TRUE,FALSE,NA,FALSE,3.5,FALSE,4.59,40.26568,"Jaffa","S",32.05,34.74,296,34.69631,32.06814,40.26568,0,0,0,0,0,0,NA
"9388",9388,9388,9388,"497-2003_4",20,30,"3","30",2004,7,22,"2004-07-22",30,"summer","Levi","Ashdod S",12,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,7,TRUE,NA,21.6,"Ashdod","S",31.83,34.63,301,34.62728,31.83139,21.16304,0,0,0,0,0,0,NA
"9389",9389,9389,9389,"497-2004_05",18,0,"20","0",2005,8,5,"2005-08-05",31,"summer","Levi","Nitanim N",NA,3,NA,FALSE,NA,NA,NA,FALSE,2,FALSE,5.4,28.35662,"Nitzanim","N",31.7,34.6,304,34.55276,31.72722,28.35662,0,0,0,0,0,0,NA
"9390",9390,9390,9390,"497-2005_6",14,0,"16","30",2006,8,15,"2006-08-15",33,"summer","Levi","Herzelia N",NA,NA,NA,FALSE,NA,NA,NA,FALSE,2.5,FALSE,NA,NA,"Herzelia","N",32.17,34.8,298,NA,NA,NA,0,10,0,0,0,0,28
"9391",9391,9391,9391,"497-2007_8",10,30,"14","30",2008,6,15,"2008-06-15",24,"summer","Vadim","Ashdod N",NA,3.2,NA,FALSE,NA,NA,NA,FALSE,4,FALSE,5.76,39.78016,"Ashdod","N",31.83,34.63,301,34.57783,31.85674,39.78016,0,0,0,0,20,0,23.09349
